chr	start	end	name	label	original_species	tissue_positive	P300_vInpt_fbrain	P300_mbrain	H3K27ac_vInptt_fbrain	P300_vInpt_fbrain2	H3K27ac_vInpt_cbellum	H3K27me3_vInpt_cbellum	H3k4me1_vInpt_cbellum	H3k4me3_vInpt_cbellum	H3k27ac_vInpt_cortex	H3k4me1_vInpt_cortex	H3k4me3_vInpt_cortex	H3k04me1_vInpt_wbrain	H3k04me3_vInpt_wbrain	H3k09me3_vInpt_wbrain	H3k27ac_vInpt_wbrain	H3k27me3_vInpt_wbrain	H3k36me3_vInpt_wbrain	Pol2_vInpt_wbrain
chr11	25431831	25432986	element1143	0	Human	.	-0.0404861	0.102827	0.00266393	0.000591325	-0.0403272	-0.0145189	-0.0409264	-0.0565454	-0.0493125	-0.0129259	-0.0493125	-0.0126407	-0.0608402	-0.0151648	0.700859	-0.0233574	-0.0186594	0.046702
chr11	25539787	25541406	element1154	0	Human	.	-0.0153591	0.0733564	-0.0100132	-0.0381067	-0.0426716	-0.0115449	-0.0557356	-0.0557356	-0.0130631	-0.0137608	-0.04641	-0.0139543	-0.0761606	-0.0397875	-0.0141128	-0.0462545	-0.0299845	0.00341644
chr11	25541242	25542410	element1077	0	Human	.	-0.0280853	0.00432146	0.0017182	0.113811	-0.0502473	-0.0428004	-0.0502473	-0.0502473	-0.04641	-0.0254835	-0.04641	-0.0544706	-0.0974897	-0.0716213	0.0162665	-0.0959133	-0.0722829	-0.0350995
chr11	25544060	25545642	element393	0	Human	eye	-0.00928599	0	0.0324626	0.00849949	-0.058894	-0.0241978	-0.0208407	-0.0306406	0.0171291	0.136882	1.37057	0.0876709	0.890243	-0.00643347	0.618223	-0.00272307	-0.0213066	-0.0543604
chr11	25563686	25564863	element1181	0	Human	heart	-0.0683901	0.050452	-0.0326391	-0.05097	-0.0422542	-0.0194718	-0.0397671	-0.0480665	-0.04641	-0.0415722	-0.04641	-0.00472985	-0.0618033	-0.0421008	-0.0311348	-0.0323097	-0.0381623	-0.0279227
chr11	25574201	25576633	element1196	0	Human	.	-0.0406628	0.0732508	-0.018686	-0.0222209	-0.0434946	-0.0202328	-0.0483399	-0.0550061	-0.0300418	-0.0142578	-0.054112	-0.033752	-0.0414318	-0.019798	-0.0343294	-0.0191985	-0.0296986	-0.0429536
chr11	25603628	25605173	element392	0	Human	.	-0.0165778	0.115306	-0.0115445	0.050212	-0.0528211	-0.0179998	-0.0185808	-0.0627984	0.0231929	0.0104413	-0.0454848	-0.0138644	-0.0707402	-0.0307355	0.0629319	-0.0681228	-0.0553115	-0.0774311
chr11	25632272	25632988	element391	0	Human	.	0.0222511	0	-0.00884425	-0.04641	-0.0458214	-0.034262	-0.04641	-0.04641	-0.0321949	-0.0354407	-0.04641	-0.0241536	-0.016709	-0.0176206	-0.04641	-0.0159366	-0.0202966	0.0185077
chr11	25636856	25638024	element1199	0	Human	other	-0.0414146	0.0508408	-0.00838444	-0.0449412	-0.0248215	-0.00636521	-0.0313416	-0.0560343	0.322465	0.0414761	-0.114657	0.00382223	-0.0686278	-0.0295464	0.00354146	-0.0469716	-0.0338776	-0.0460836
chr11	25772524	25773791	element1067	0	Human	dorsalrootganglion,limb	-0.0104337	0.0468682	0.0279338	-0.0553961	-0.042191	-0.0370326	-0.0309775	-0.0582378	-0.0231247	0.169554	-0.048441	0.0684947	-0.0319521	-0.00651363	0.518036	0.00127316	-0.0202034	-0.0530463
chr11	25801725	25803091	element1113	0	Human	.	-0.0506422	0.130416	-0.0163882	-0.0430082	-0.0595274	-0.0415195	-0.064807	-0.064807	-0.0244641	-0.0222352	-0.0469606	-0.0643049	-0.113686	-0.0757195	-0.0563716	-0.0778656	-0.0994918	0.0245173
chr11	25878213	25879693	element1232	0	Human	.	0.0551119	0.0621907	-0.015408	-0.0310229	-0.0603274	-0.0322502	-0.0548727	-0.0603274	-0.0467471	-0.0267268	-0.0441358	-0.0297079	-0.0469019	-0.0297129	-0.0223014	-0.0469034	-0.0337852	-0.0565272
chr11	25905543	25907097	element1152	0	Human	limb	-0.0293958	0.15285	0.000166924	0.0891559	-0.0447224	-0.0320799	-0.0457715	-0.0393212	-0.0286357	-0.0263388	-0.0484299	-0.026196	-0.0470405	-0.0366894	-0.0426107	-0.0194338	-0.0456607	0.00508173
chr11	25907936	25909346	element1063	0	Human	.	-0.0132753	0.0178988	-0.00727803	-0.0428641	-0.0278669	-0.0345483	-0.0552047	-0.0552047	-0.0233444	0.00914659	-0.04641	-0.027218	-0.0518435	-0.030615	-0.0518531	-0.0351402	-0.0302585	0.0152832
chr11	25960684	25962130	element1090	0	Human	.	-0.0518532	0.164267	-0.00329685	-0.0562754	-0.0380733	-0.0140907	-0.0526092	-0.0526092	-0.0120189	0.0347312	-0.0269475	-0.013109	-0.0648899	-0.0182365	0.0119896	-0.0378044	-0.0409415	-0.0305384
chr11	25961992	25963810	element1018	0	Human	.	-0.0424247	0.0326634	-0.0157422	-0.0125451	-0.0286428	-0.013652	-0.0539293	-0.0539293	-0.038741	-0.011245	-0.056863	0.044461	-0.0394717	-0.0119019	0.0165556	-0.0111007	-0.0199894	-0.00708026
chr11	25972119	25972975	element1071	0	Human	ear	0.246932	0.277488	0.0169705	-0.0333194	-0.069153	-0.037761	-0.0499102	-0.0924826	0.00453716	-0.000967465	-0.0333708	-0.113533	-0.23984	-0.142315	-0.059634	-0.187479	-0.153796	-0.0467274
chr11	25999721	26000689	element1012	0	Human	.	0.00285315	0	-0.0093336	-0.0414896	-0.0367344	-0.0374694	-0.0274586	-0.0350298	-0.0264433	0.0286584	-0.04641	-0.00961881	-0.0429456	-0.00552641	-0.0348001	-0.018722	-0.0366511	-0.0398092
chr11	26020371	26022138	element1174	0	Human	dorsalrootganglion	-0.00326082	0.0705728	0.000677176	-0.0347523	-0.0509872	-0.0244393	-0.0621963	-0.069229	-0.0148092	-0.0130372	-0.0649642	-0.0117991	-0.0955013	-0.0465934	0.0251813	-0.0493536	-0.0539219	-0.0611698
chr11	26063483	26064974	element1076	0	Human	.	-0.00244521	0	0.00132924	-0.0166978	-0.0534162	-0.0262492	-0.0466072	-0.0539482	-0.0384617	-0.00487726	-0.0269685	-0.0168862	-0.041595	-0.0156999	0.00688102	-0.00510985	-0.0292284	-0.0409823
chr11	26389088	26391733	element57	0	Mouse	branchialarch,eye,limb,tail	-0.0249847	0.0814959	0.00598806	-0.0202993	-0.0683405	-0.0283655	-0.0544093	-0.0944364	-0.0433864	-0.0142294	-0.0805735	-0.050582	-0.0737557	-0.0512881	-0.0447657	-0.0501801	-0.0239692	-0.0770469
chr11	26673588	26674876	element937	0	Human	.	-0.0549117	0.276626	-0.00679706	-0.0164974	-0.0396957	-0.0128141	-0.0416662	-0.0495244	-0.0496135	-0.0254079	-0.0496135	-0.0419794	-0.0827803	-0.0486895	0.00133065	-0.0760769	-0.0403485	0.0278184
chr11	26875528	26876371	element390	0	Human	.	-0.0721227	0.140885	-0.0164821	-0.0468974	-0.04641	-0.019316	-0.04641	-0.04641	-0.0413995	-0.0449659	-0.04641	-0.0510073	-0.115098	-0.0810761	-0.102507	-0.100438	-0.087571	0.0975985
chr11	32145270	32146411	element101	0	Mouse	bloodvessels,heart	-0.0254257	0.0520438	-0.0135869	-0.0237465	-0.0673325	-0.0180079	-0.0792881	-0.107547	0.0504078	0.0239556	-0.0998311	-0.0538524	-0.0948292	-0.0530238	-0.0381704	-0.0232015	0.127923	-0.0624534
chr11	32150452	32152344	element95	0	Mouse	.	0.0531379	0.0627717	0.00767134	-0.0298245	-0.0550885	-0.0526898	-0.0326593	-0.0942941	-0.0558747	0.052775	-0.078642	-0.0498125	-0.0630176	-0.0236862	-0.0366879	-0.029654	0.0755058	-0.0569755
chr11	33091798	33093112	element596	0	Human	.	-0.0404345	0.0451918	-0.0227448	0.00719912	-0.0510353	-0.0264265	-0.0634669	-0.0722322	-0.0565177	-0.0507085	-0.0605915	-0.065117	-0.0809865	-0.043699	-0.0829805	-0.0307766	-0.0475505	-0.0230067
chr11	33199598	33201607	element278	0	Human	hindbrain(rhombencephalon),melanocytes	0.0323334	0.029558	-0.0130292	-0.0377861	0.0468825	-0.0145232	0.525122	0.749036	-0.0500992	-0.0331414	-0.051963	0.0669528	-0.0619072	-0.0275295	-0.0129028	-0.0319577	-0.0144593	0.00891755
chr11	33242866	33243782	element829	0	Human	.	-0.0364747	0.0648275	-0.00599476	0.0101896	-0.04641	-0.0326032	-0.0365628	-0.04641	-0.04641	-0.04641	-0.04641	-0.0362855	-0.04641	-0.0157759	-0.0241441	-0.0365607	-0.0231125	-0.04641
chr11	33292412	33293558	element693	0	Human	dorsalrootganglion,trigeminalV(ganglion,cranial)	-0.0475851	0.0518168	-0.0181211	-0.0553664	-0.0455221	-0.0296517	-0.0512792	-0.0512792	-0.0455112	-0.0416703	-0.046785	-0.0425517	-0.0418498	-0.02617	-0.0622245	-0.0622245	-0.0434416	0.0306376
chr11	33299828	33301076	element608	0	Human	dorsalrootganglion,neuraltube	-0.0383866	0.0642359	-0.00914483	-0.0369288	-0.051421	-0.02422	-0.0301984	-0.0534925	-0.0491406	-0.0375867	-0.0491406	-0.040651	-0.0601791	-0.0454667	-0.0403438	-0.0383534	-0.0461587	-0.00192034
chr11	33329906	33331024	element275	0	Human	.	0.0185373	0.0531145	-0.0173003	-0.0439193	-0.04641	-0.0308501	-0.038342	-0.04641	-0.0373062	-0.04641	-0.04641	-0.0243924	-0.0752294	-0.062163	-0.0691666	-0.0569573	-0.018055	0.0027057
chr11	36163386	36164682	element274	0	Human	.	0.0453148	0.0508596	0.00391583	0.151025	-0.0734979	-0.045364	0.0316576	-0.078169	-0.041686	0.0281545	-0.0676814	0.0264342	-0.0501802	-0.0268851	0.0622494	-0.0280514	-0.0161119	-0.0334632
chr11	44439096	44440199	element1123	0	Human	cranialnerve	-0.0318048	0.107674	-0.0313147	-0.0586861	-0.054516	-0.209146	0.11749	-0.0894211	-0.0371824	-0.0188571	-0.00667784	-0.0578658	-0.0370894	-0.0284185	0.0456879	-0.0314348	-0.014768	-0.00821333
chr11	44613229	44614939	element230	0	Human	neuraltube	-0.00818528	0.0347263	-0.00833397	0.0677427	-0.0258426	-0.0115472	-0.0436335	-0.0795544	-0.0311028	-0.0220203	-0.0512358	-0.0211165	-0.106852	-0.041697	-0.0101197	-0.0373718	-0.0493837	-0.0710984
chr11	44716742	44718500	element1137	0	Human	.	0.00795469	0.101335	0.0189382	-0.0103271	-0.0491544	-0.0247132	-0.0533614	-0.0759661	-0.0306973	-0.036655	-0.0647534	0.0309783	-0.0666677	-0.0198077	0.357276	-0.00111947	-0.0377122	-0.0487141
chr11	44800663	44801964	element813	0	Human	midbrain(mesencephalon)	-0.0513175	0.0912877	-0.0245383	-0.0363351	-0.041915	-0.0272112	-0.0364092	-0.059116	-0.0334065	-0.0378808	-0.0368235	-0.0533281	-0.0835884	-0.0502181	-0.0723995	-0.070027	-0.0329606	0.00523022
chr11	44949892	44951169	element1208	0	Human	branchialarch,limb	-0.0454277	0	-0.0197935	-0.0373249	-0.0178393	-0.00684753	-0.0542435	-0.0669631	-0.0482659	-0.0584524	-0.0502092	-0.012527	-0.0121694	-0.0120965	-0.0299811	-0.0207448	-0.00789119	-0.0459702
chr11	45201790	45203906	element1735	0	Human	.	-0.0526485	0.08419	-0.00254965	-0.0309894	-0.0454604	0.0136474	-0.0615394	-0.0765792	-0.0406984	-0.0475342	-0.0618107	-0.0209852	-0.0750041	-0.0379016	-0.0110767	-0.0299084	-0.0295358	-0.0222384
chr11	45363394	45364817	element1130	0	Human	limb	-0.034244	0.0417301	0.00651224	-0.036977	-0.0572148	-0.0632432	-0.0965728	-0.129741	-0.0659978	-0.0436529	-0.0702438	0.423994	-0.0373861	-0.0178413	-0.0348216	0.000306226	-0.0301231	-0.0647949
chr11	45618819	45619547	element224	0	Mouse	.	0.0384002	0.193319	-0.00348533	0.00179368	-0.000252776	-0.0115275	-0.0340199	-0.04641	-0.0109856	-0.0394445	-0.0752204	-8.84e-05	-0.0168149	-0.0177448	-0.0325007	-0.0166919	-0.00170666	-0.0448632
chr11	46014860	46016769	element102	0	Mouse	branchialarch,facialmesenchyme,heart,other	-0.0632805	0.0320395	-0.00335665	-0.0632805	0.00277272	-0.00670623	0.00413197	-0.0703145	0.499414	0.230914	-0.110641	0.0383377	-0.0678051	-0.0151195	0.0126233	-0.0176149	0.0732609	-0.0568636
chr11	47096817	47099234	element1813	0	Human	.	-0.0163007	0.0491369	-0.0120348	-0.0229175	-0.0415365	-0.0261107	-0.0440447	-0.0519731	-0.0478691	-0.0406303	-0.0520801	-0.0482631	-0.0716744	-0.0444373	-0.0648517	-0.0449836	-0.0430313	-0.0276735
chr11	51754038	51759610	element2054	0	Human	.	-0.0407834	0.0746011	-0.012137	-0.00619024	-0.0106222	-0.0145713	-0.00959348	-0.055229	0.339513	0.00505004	-0.103262	0.605115	-0.0586605	-0.0319777	0.0211126	-0.0256996	-0.0544341	-0.0768449
chr11	53873574	53874870	element1449	0	Human	other	-0.0439755	0.0458194	0.00837376	0.00550401	0.0198334	-0.0141858	0.0822618	-0.0828741	0.0367409	0.00308738	-0.104255	0.0195001	-0.0685649	-0.0472331	-0.0218796	-0.0412945	-0.00526023	-0.094089
chr11	57464180	57466246	element133	0	Mouse	.	-0.0386977	0.143714	0.00978742	0.0130271	-0.0438117	-0.0653716	-0.0275936	-0.117875	-0.109426	0.01617	-0.188735	0.156788	-0.122075	-0.0547435	-0.0390775	-0.0260199	-0.0545517	-0.114395
chr11	57660964	57661295	element514	0	Human	.	-0.04641	0	-0.0206462	-0.04641	-0.023426	0.0493205	-0.0728722	-0.0372268	-0.070884	-0.155243	-0.155243	-0.0111169	-0.04641	-0.0149382	0.0303644	0.0313997	-0.0167359	-0.131883
chr11	57775642	57776645	element201	0	Mouse	.	-0.00801405	0	0.715946	0.112201	0.49781	-0.144081	-0.105198	9.86967	0.311277	-0.139053	8.8723	0.152069	6.68034	-0.126072	2.28403	-0.0867681	-0.221481	0.286049
chr11	62796906	62800452	element62	0	Mouse	dorsalrootganglion,hindbrain(rhombencephalon),neuraltube	-0.0464094	0.133971	0.0262055	-0.0484992	-0.0566681	-0.0348259	-0.00131201	-0.0955074	-0.0168763	0.0172789	-0.0701681	0.0247614	-0.080463	-0.0371264	-0.0139021	-0.0306235	-0.0384243	-0.081168
chr11	64712098	64714441	element1497	0	Human	facialmesenchyme	0.000664669	0.113164	-0.0117955	-0.0456593	-0.0729872	-0.0590129	-0.0968134	-0.117894	-0.0999604	-0.036681	-0.138945	-0.0111245	-0.12017	-0.0255972	-0.0723653	-0.0345039	-0.0396752	-0.111824
chr11	65022357	65023959	element67	0	Mouse	heart	-0.0199014	0.0650533	-0.00909492	-0.0114018	-0.0194792	-0.006877	-0.0549091	-0.0607175	-0.0822182	-0.0532139	-0.0824755	0.0209878	-0.0426413	0.0104942	-0.0258154	-0.0095386	-0.00744832	-0.0715843
chr11	65248967	65249748	element845	0	Human	.	-0.0710564	0.0760333	-0.0117738	-0.0468411	-0.0582227	-0.0345239	0.362477	-0.129525	0.00825206	-0.0061621	-0.0335976	-0.0300232	-0.0349196	-0.0112018	0.0302099	0.00785912	-0.0174776	-0.08984
chr11	65462408	65465145	element85	0	Mouse	heart	-0.0315944	0.103056	-0.0023239	-0.0491674	-0.0330892	-0.0176661	-0.0728757	-0.0765978	-0.0361475	-0.0176382	-0.0387093	-0.0152124	-0.0561451	-0.0206902	-0.0246764	-0.0200104	-0.0462241	-0.058769
chr11	68436977	68437676	element213	0	Mouse	heart,somite	0.16556	0.0849528	-0.00491413	0.00749628	0.0801417	-0.158291	-0.0223974	3.2711	0.282571	-0.0130427	0.390245	0.275364	0.981054	-0.0286211	-0.0224469	0.0100376	-0.0451007	-0.0758396
chr11	68451201	68454246	element1451	0	Human	.	-0.00828755	0.0780063	0.00203883	-0.00870729	0.436733	-0.0361492	0.535122	0.772991	-0.045273	0.00462051	-0.0512062	-0.0369055	-0.13126	-0.0550111	-0.0785557	-0.0485228	-0.0831575	-0.0612316
chr11	74859658	74861838	element924	0	Human	other	-0.0439388	0.135245	-0.0083034	-0.0391437	-0.0285595	-0.057273	0.0315285	-0.0943595	0.088415	0.0676023	-0.0733195	0.0176714	-0.0726483	-0.0418407	0.019712	-0.0432066	0.0343998	-0.0210695
chr11	74862529	74863937	element1445	0	Human	limb	-0.0427948	0.0843494	-0.00860408	-0.0338182	-0.0370266	-0.0232959	0.030345	-0.0828524	0.0106535	-0.00868433	-0.0724578	-0.0179919	-0.0479009	-0.0369623	0.0245289	-0.03855	0.0642254	-0.0460479
chr11	77235971	77237943	element146	0	Mouse	heart	-0.0133751	0.0903377	-0.0163448	-0.0188939	-0.0520314	-0.0307543	-0.0163599	-0.076947	-0.0217071	-0.0147677	-0.050523	-0.0393228	-0.0487285	-0.0226395	-0.0225148	-0.0182239	0.0476998	-0.0468814
chr11	84189507	84190611	element819	0	Human	.	-0.0449538	0.126402	-0.000745571	0.0182278	-0.0150018	-0.0105986	-0.010456	-0.0352838	-0.0370718	-0.0220315	-0.0476558	-0.0203406	-0.125768	-0.0648434	0.267752	-0.0898466	-0.0456792	-0.105151
chr11	84209232	84210276	element177	0	Human	.	0.0126114	0.113759	-0.0123248	0.00565493	-0.0365067	-0.00902461	-0.0463894	-0.0846373	-0.0536778	-0.0273618	-0.0486242	0.00684575	-0.0415268	0.00039774	0.0637527	-0.0142966	0.0536669	-0.0674121
chr11	84294628	84295746	element364	0	Human	.	0.0531188	0	0.0104757	0.0378711	-0.0257022	-0.00581552	0.0376301	-0.0504189	-0.0455372	-0.00266733	-0.0506388	0.0055609	-0.0447237	-0.0265156	0.159225	-0.0146198	-0.0171624	0.00374032
chr11	84309790	84310422	element363	0	Human	hindbrain(rhombencephalon)	-0.0494559	0	0.101846	0.0243012	-0.0458913	-0.00461354	-0.00687396	-0.04641	-0.042738	-0.0254735	-0.04641	-0.0532989	-0.107286	-0.0298799	0.101058	-0.0641287	-0.0730342	0.0229392
chr11	84539329	84540104	element849	0	Human	.	-0.0321411	0.153244	-0.0126976	-0.0355971	-0.0309862	-0.0173127	-0.00857622	-0.073825	-0.0667767	-0.0191231	-0.0667767	-0.0119322	-0.116332	-0.0863142	0.568815	-0.0327768	-0.148378	-0.0545212
chr11	84579575	84580271	element362	0	Human	limb	-0.0464226	0	0.011771	0.0813262	-0.0293417	0.0075875	-0.0119927	-0.0528383	-0.0299869	-0.0708681	-0.0881954	-0.0145596	-0.176048	-0.08456	-0.0497117	-0.0808838	-0.118318	-0.0816265
chr11	85526205	85527570	element922	0	Human	.	0.0102925	0.0435033	-0.0147566	-0.0222622	-0.0349749	-0.00453905	0.0212536	-0.0701763	0.242936	-0.0212763	-0.0353627	0.471346	-0.058664	-0.0233095	-0.00992895	0.0476147	-0.0217979	-0.0209735
chr11	85980594	85981606	element778	0	Human	other	-0.028291	0.0586779	-0.0140804	-0.02427	-0.0409922	-0.0239522	-0.0508389	-0.0508389	-0.0259877	-0.0388432	-0.04641	-0.0150029	-0.063401	-0.0292691	-0.0576833	-0.0273409	-0.0171945	-0.0307207
chr11	86399698	86401331	element127	0	Mouse	heart	0.00228388	0.109092	0.0291365	0.00195963	0.0123584	0.00531202	-0.031918	-0.0149934	0.0573163	0.0348745	0.055594	0.00981797	0.0454057	-0.0141397	-0.0114685	-0.0291426	-0.0255899	-0.0716284
chr11	86436985	86438957	element2068	0	Human	.	-0.0711589	0.0808528	-0.0263228	-0.0511179	-0.0354771	-0.0210654	-0.0441806	-0.0677923	-0.0191524	0.0218906	-0.0436405	-0.0183789	-0.0384598	-0.00488826	-0.0193999	-0.02623	-0.00603294	0.0462959
chr11	87235852	87237215	element264	0	Mouse	heart,neuraltube	0.182031	0.326974	1.48612	0.319797	-0.0416002	-0.131135	-0.0565548	0.584002	0.0272846	-0.0784136	0.0294865	-0.0810991	-0.0178066	-0.0313985	1.669	-0.0369339	-0.0635061	2.69173
chr11	87994050	87995154	element438	0	Mouse	.	0.0373832	0	0.0584704	0.0619263	0.171577	-0.00275943	0.465569	-0.0470525	-0.0118653	0.0240788	-0.0893973	0.953507	-0.208833	-0.0620899	0.135141	-0.0688531	-0.0802071	-0.092553
chr11	88087581	88089577	element439	0	Mouse	eye,hindbrain(rhombencephalon),midbrain(mesencephalon),neuraltube	0.00857369	0.624768	0.256165	-0.00433781	-0.0077798	-0.016215	0.0122798	-0.0784298	-0.0534677	-0.00253206	-0.0796395	1.20113	-0.0299104	-0.0100156	3.48277	-0.00101321	-0.0205974	-0.0736276
chr11	88341352	88342981	element440	0	Mouse	.	0.0310506	0.0729061	0.0187326	-0.00711617	-0.0134103	-0.0235084	0.0231327	-0.116918	0.0869512	0.0322073	-0.0859281	0.57217	-0.0525803	-0.01776	0.240991	-0.00668009	-0.00124969	-0.048886
chr11	88368293	88369318	element441	0	Mouse	.	0.0102402	0.0799484	0.0203996	-0.0425053	-3.63e-06	-0.0258588	0.0571813	-0.109966	0.00188272	0.0157148	-0.0735405	0.239537	-0.036897	-0.0286667	0.115652	-0.0102606	-0.000437356	-0.0967875
chr11	89579112	89580824	element923	0	Human	.	0.000247307	0	0.0124376	-0.00622456	-0.0327525	-0.0253232	-0.0240609	-0.053256	-0.0386924	-0.00843199	-0.0479622	0.0669016	-0.0521953	-0.0090886	-0.0427583	-0.0363537	-0.0287381	-0.0788785
chr11	95200522	95202441	element1666	0	Human	.	-0.00556349	0.0897391	0.0183606	0.0422174	-0.0472694	-0.0163729	-0.0308023	-0.0637545	-0.0514576	0.000159364	-0.0707839	-0.0191362	-0.0425621	-0.0169059	-0.0330584	-0.0381274	-0.0433135	-0.0856969
chr11	95217123	95219510	element142	0	Mouse	.	0.0270494	0.144289	0.00264817	-0.0329275	0.0278181	-0.00900627	0.52989	-0.0603567	0.00250949	0.0413523	-0.0995886	0.0179931	-0.139421	-0.0530654	-0.0501429	-0.073226	-0.0351556	-0.0777832
chr11	96153379	96153893	element933	0	Human	.	-0.0486363	0	-0.0281304	-0.0107141	-0.0338748	-0.0139887	-0.0981239	-0.0991706	-0.0376935	-0.0279449	-0.057495	-0.035543	-0.0118705	-0.0136054	-0.0290487	1.62675	-0.0266537	-0.0965726
chr11	96602789	96603922	element697	0	Human	eye	0.0329105	0.209647	0.0238354	-0.0145751	-0.063575	-0.0368721	-0.0297962	-0.0838391	0.0380243	0.027638	0.0566866	0.241947	0.00708562	-0.030961	0.970097	0.0293881	-0.0119274	-0.0518355
chr11	96687535	96688503	element2066	0	Human	.	2.27e-05	0.061345	-0.0251404	-0.0233472	0.334364	-0.0426678	0.133372	0.0431526	0.355214	0.195933	0.024369	0.0374253	-0.0500463	-0.0264203	-0.0918973	-0.0595725	0.0277382	-0.0647116
chr11	98019173	98019780	element479	0	Human	.	-0.0446436	0.1893	-0.0297668	-0.0150043	0.0136412	0.00960733	-0.0505797	-0.0362363	-0.00111596	-0.0574941	-0.0574941	-0.114209	-0.116325	-0.067819	-0.182316	-0.121089	0.160803	-0.0712247
chr11	98200316	98200799	element627	0	Human	midbrain(mesencephalon)	0.00112778	0	0.00749234	0.0981795	0.691949	-0.104538	-0.0218145	4.0812	0.127234	-0.0213477	0.548169	0.294657	0.403371	0.00228025	1.29604	0.416377	-0.0566758	0.00712391
chr11	98238813	98241696	element2162	0	Human	.	-0.033691	0.0411946	-0.0196943	-0.0428903	0.0153434	-0.00980444	0.431416	-0.0928445	-0.0218907	-0.0171689	-0.131111	-0.00431916	-0.0674502	-0.017099	-0.00418147	-0.0284015	0.238302	-0.0297807
chr11	98608466	98612744	element2218	0	Human	.	-0.020144	0.0764831	0.180561	0.0236602	0.59485	-0.041418	0.475058	0.492288	1.20267	0.280278	0.661419	0.73422	0.527953	-0.0922085	2.70938	-0.0919541	-0.079431	-0.0954971
chr11	101662726	101663437	element730	0	Human	.	-0.04641	0.083519	0.00274944	0.0152627	-0.0412808	-0.0075675	-0.036807	-0.0386384	-0.0774583	-0.0109958	-0.0777037	0.0794955	-0.029383	-0.0192595	-0.0387013	0.031982	-0.037055	-0.0608264
chr11	101691141	101692328	element729	0	Human	.	0.0313338	0.100054	0.0359006	0.0503238	-0.0153145	0.0234774	-0.0311884	-0.0412164	0.00307665	-0.0021525	-0.081832	0.473564	-0.063086	0.0132697	0.0328177	0.0191287	-0.0174825	0.0572489
chr11	101728615	101729601	element731	0	Human	.	-0.0476941	0.0563105	0.00787438	-0.0355418	-0.0288988	-0.0296673	-0.0149609	-0.0950912	-0.062298	-0.0535911	-0.0686039	-0.000731795	-0.0428851	-0.0129021	-0.0419242	-0.00489764	-0.0241092	-0.0992851
chr11	102224347	102226111	element1855	0	Human	.	-0.0239753	0.069178	-5.65e-05	0.0257117	-0.0348319	-0.00599167	-0.0417576	-0.0676112	-0.0423774	-0.0526099	-0.0874502	0.0153158	-0.019113	-0.00533688	-0.00920756	0.00368343	-0.0153873	0.00511528
chr11	102454070	102457524	element1693	0	Human	.	-0.00440001	0.120347	0.263873	-0.00746482	-0.0309281	-0.0254052	-0.0466374	-0.0596454	-0.0271447	-0.0240653	-0.0450622	0.0899368	-0.0669667	-0.0439013	-0.0197523	-0.0408703	-0.0368367	-0.0739714
chr11	104503711	104504899	element2033	0	Human	unknown	-0.0435871	0.0617313	-0.00638248	-0.0290843	-0.0453922	-0.0285468	-0.0478002	-0.0758845	-0.0645192	-0.0333805	-0.0659443	-0.0659185	-0.0537094	-0.0313302	-0.0408278	-0.0242926	-0.0276968	-0.043766
chr11	111689219	111690538	element1467	0	Human	limb	-0.0309327	0.00225102	0.0139985	0.0294439	-0.0657194	-0.029087	-0.0793726	-0.0644603	-0.0183721	-0.040825	-0.0501736	-0.0131394	-0.0943565	-0.0205932	-0.0445415	-0.0281192	-0.0272563	-0.0506181
chr11	116180317	116181309	element339	0	Mouse	.	-0.0495007	0	0.182943	-0.0114592	-0.0664265	-0.0829937	0.0409617	0.401935	-0.0201195	0.0141979	-0.0515167	0.763908	0.599617	-0.0802679	-0.107363	-0.0491232	-0.167488	-0.155209
chr12	9344323	9346407	element1273	0	Human	branchialarch,limb,nose,somite	-0.0164651	0.0569885	-0.0020757	-0.00276124	-0.0475139	0.00185585	-0.0388943	-0.0470077	0.0128118	0.175404	-0.0784632	-0.0331848	-0.0586173	-0.0284119	0.0199857	-0.0291294	-0.0254758	-0.00452607
chr12	9375009	9376121	element1276	0	Human	.	-0.0417268	0.0371143	-0.00712128	-0.0413892	-0.038471	-0.00717023	-0.0387822	-0.0369872	-0.0189514	-0.0409009	-0.0317319	-0.049598	-0.0579379	-0.0270202	-0.0488318	-0.0414647	-0.0315934	-0.00424424
chr12	9556909	9558261	element1290	0	Human	.	-0.0533653	0.128251	-0.0205076	-0.00697419	-0.0300025	-0.0320078	-0.0583819	-0.0583819	-0.0346895	-0.0108614	-0.0558262	-0.0282044	-0.0523659	-0.0298752	-0.0496603	-0.0019506	-0.0280633	0.0939803
chr12	12185902	12186724	element103	0	Mouse	heart	-0.0257464	0.00722409	0.00189456	-0.0516339	-0.0731169	-0.0734312	0.0184362	-0.0902558	0.127259	0.226378	-0.0577129	0.0333446	-0.0733186	-0.0373346	0.0284695	-0.048299	-0.03357	-0.0699583
chr12	27135689	27137182	element2015	0	Human	.	-0.0637377	0.0296313	-0.0164322	-0.0406079	-0.0245123	-0.021309	-0.0505411	-0.0754887	-0.0436682	-0.00799529	-0.0826646	-0.0277545	-0.0698404	-0.0366872	-0.0365506	-0.0333224	-0.0594337	-0.0417695
