accession	in approved list	organism	life stage	age	assay	tissue/cell line	target	status	description	fileFormat	fileSize	URL	md5sum	assembly	lab	date created	biologicalReplicate	technicalReplicate	run type	read length	control details(@Accession;URL;md5Sum)	friendly name
ENCSR946RLM	NA	mm	postnatal	0day	ChIP-seq	intestine	H3K9ac	released	H3K9ac ChIP-seq on postnatal 0 day mouse intestine	fastq	1194626637	https://www.encodedcc.org/files/ENCFF002AOU/@@download/ENCFF002AOU.fastq.gz	28bfcffa67a66825d09e0b6b42db07ad	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQV/@@download/ENCFF002AQV.fastq.gz;1cc26345b6aef787f3cf5963a6bd63da@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQZ/@@download/ENCFF002AQZ.fastq.gz;1836eaeee5149ebb0650b1187faec520	ENCSR946RLM_mm_postnatal_0day_intestine_ChIP-seq_H3K9ac_1_1
ENCSR516KLO	NA	mm	postnatal	0day	ChIP-seq	stomach	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse stomach	fastq	1629100665	https://www.encodedcc.org/files/ENCFF002AJA/@@download/ENCFF002AJA.fastq.gz	0b72272f942fe344fd8e753a10e635da	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARI/@@download/ENCFF002ARI.fastq.gz;68100c7c48a6aea36c02c0e86497e307@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARL/@@download/ENCFF002ARL.fastq.gz;d3c0797354a0add58fef3be5e0fc496b	ENCSR516KLO_mm_postnatal_0day_stomach_ChIP-seq_H3K36me3_1_1
ENCSR516KLO	NA	mm	postnatal	0day	ChIP-seq	stomach	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse stomach	fastq	1666112736	https://www.encodedcc.org/files/ENCFF002AJB/@@download/ENCFF002AJB.fastq.gz	af0bed59c9e98ddbb11d3342a7f8f22b	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARI/@@download/ENCFF002ARI.fastq.gz;68100c7c48a6aea36c02c0e86497e307@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARL/@@download/ENCFF002ARL.fastq.gz;d3c0797354a0add58fef3be5e0fc496b	ENCSR516KLO_mm_postnatal_0day_stomach_ChIP-seq_H3K36me3_2_1
ENCSR250LXH	NA	mm	postnatal	0day	ChIP-seq	lung	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse lung	fastq	1789913554	https://www.encodedcc.org/files/ENCFF002BGQ/@@download/ENCFF002BGQ.fastq.gz	6683d37c5833571e8739d4c58f459247	NA	bing-ren	2014-04-29	1	1	Single-ended	50nt	@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQI/@@download/ENCFF002AQI.fastq.gz;fcd6ce2a5fd16ec0b82315fca2b6e654@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQJ/@@download/ENCFF002AQJ.fastq.gz;111aaa9b136ffd019ef4abcd26ee7acb	ENCSR250LXH_mm_postnatal_0day_lung_ChIP-seq_H3K36me3_1_1
ENCSR250LXH	NA	mm	postnatal	0day	ChIP-seq	lung	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse lung	fastq	1017605189	https://www.encodedcc.org/files/ENCFF002BGS/@@download/ENCFF002BGS.fastq.gz	14decf576ec1f121ab2a316aa01e1a04	NA	bing-ren	2014-04-29	2	1	Single-ended	36nt	@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQI/@@download/ENCFF002AQI.fastq.gz;fcd6ce2a5fd16ec0b82315fca2b6e654@ENCSR280SYC;https://www.encodedcc.org/files/ENCFF002AQJ/@@download/ENCFF002AQJ.fastq.gz;111aaa9b136ffd019ef4abcd26ee7acb	ENCSR250LXH_mm_postnatal_0day_lung_ChIP-seq_H3K36me3_2_1
ENCSR362PBD	NA	mm	postnatal	0day	ChIP-seq	kidney	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse kidney	fastq	1436339454	https://www.encodedcc.org/files/ENCFF002AIV/@@download/ENCFF002AIV.fastq.gz	cd40221bf69b8860c6cb8ad1ab809cdb	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002AQY/@@download/ENCFF002AQY.fastq.gz;ccbfa4002dc68a121100210bcafc67f8@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002ARA/@@download/ENCFF002ARA.fastq.gz;d94516069e13e4723b694ed577a6e093	ENCSR362PBD_mm_postnatal_0day_kidney_ChIP-seq_H3K36me3_1_1
ENCSR362PBD	NA	mm	postnatal	0day	ChIP-seq	kidney	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse kidney	fastq	1542158535	https://www.encodedcc.org/files/ENCFF002AIW/@@download/ENCFF002AIW.fastq.gz	7828874f3794cdb2de936e2a11db34b6	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002AQY/@@download/ENCFF002AQY.fastq.gz;ccbfa4002dc68a121100210bcafc67f8@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002ARA/@@download/ENCFF002ARA.fastq.gz;d94516069e13e4723b694ed577a6e093	ENCSR362PBD_mm_postnatal_0day_kidney_ChIP-seq_H3K36me3_2_1
ENCSR483KOD	NA	mm	postnatal	0day	ChIP-seq	intestine	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse intestine	fastq	1195865883	https://www.encodedcc.org/files/ENCFF002AIM/@@download/ENCFF002AIM.fastq.gz	ba2ce0c2b6801abbb82d9654148266d8	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQV/@@download/ENCFF002AQV.fastq.gz;1cc26345b6aef787f3cf5963a6bd63da@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQZ/@@download/ENCFF002AQZ.fastq.gz;1836eaeee5149ebb0650b1187faec520	ENCSR483KOD_mm_postnatal_0day_intestine_ChIP-seq_H3K36me3_1_1
ENCSR483KOD	NA	mm	postnatal	0day	ChIP-seq	intestine	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse intestine	fastq	1243218167	https://www.encodedcc.org/files/ENCFF002AIR/@@download/ENCFF002AIR.fastq.gz	7d3a8b6d37b7950d3062a9902f936145	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQV/@@download/ENCFF002AQV.fastq.gz;1cc26345b6aef787f3cf5963a6bd63da@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQZ/@@download/ENCFF002AQZ.fastq.gz;1836eaeee5149ebb0650b1187faec520	ENCSR483KOD_mm_postnatal_0day_intestine_ChIP-seq_H3K36me3_2_1
ENCSR969CPK	NA	mm	postnatal	0day	ChIP-seq	stomach	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse stomach	fastq	1214340370	https://www.encodedcc.org/files/ENCFF002AHM/@@download/ENCFF002AHM.fastq.gz	6a503825395af0dd9effb9633fe84c66	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARI/@@download/ENCFF002ARI.fastq.gz;68100c7c48a6aea36c02c0e86497e307@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARL/@@download/ENCFF002ARL.fastq.gz;d3c0797354a0add58fef3be5e0fc496b	ENCSR969CPK_mm_postnatal_0day_stomach_ChIP-seq_H3K27me3_1_1
ENCSR969CPK	NA	mm	postnatal	0day	ChIP-seq	stomach	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse stomach	fastq	1266415354	https://www.encodedcc.org/files/ENCFF002AHN/@@download/ENCFF002AHN.fastq.gz	e0d02ec8558489833252a2fe29256d9c	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARI/@@download/ENCFF002ARI.fastq.gz;68100c7c48a6aea36c02c0e86497e307@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARL/@@download/ENCFF002ARL.fastq.gz;d3c0797354a0add58fef3be5e0fc496b	ENCSR969CPK_mm_postnatal_0day_stomach_ChIP-seq_H3K27me3_2_1
ENCSR025AOC	NA	mm	postnatal	0day	ChIP-seq	lung	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse lung	fastq	1012600256	https://www.encodedcc.org/files/ENCFF002AHD/@@download/ENCFF002AHD.fastq.gz	03af78f4ad35ed2127d314b808085cc8	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARC/@@download/ENCFF002ARC.fastq.gz;a3850b7c7aeeebda140fe2de9cca1bb3@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARH/@@download/ENCFF002ARH.fastq.gz;fad5c24c991d5635ceedab589e5ca42e	ENCSR025AOC_mm_postnatal_0day_lung_ChIP-seq_H3K27me3_1_1
ENCSR025AOC	NA	mm	postnatal	0day	ChIP-seq	lung	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse lung	fastq	1199413274	https://www.encodedcc.org/files/ENCFF002AHH/@@download/ENCFF002AHH.fastq.gz	6e540d8cd4bbcdcfc5fa6ace3a4b4449	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARC/@@download/ENCFF002ARC.fastq.gz;a3850b7c7aeeebda140fe2de9cca1bb3@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARH/@@download/ENCFF002ARH.fastq.gz;fad5c24c991d5635ceedab589e5ca42e	ENCSR025AOC_mm_postnatal_0day_lung_ChIP-seq_H3K27me3_2_1
ENCSR564JKR	NA	mm	postnatal	0day	ChIP-seq	kidney	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse kidney	fastq	944919933	https://www.encodedcc.org/files/ENCFF002AGY/@@download/ENCFF002AGY.fastq.gz	f91187ffafa6b9049cfb885157188061	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002AQY/@@download/ENCFF002AQY.fastq.gz;ccbfa4002dc68a121100210bcafc67f8@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002ARA/@@download/ENCFF002ARA.fastq.gz;d94516069e13e4723b694ed577a6e093	ENCSR564JKR_mm_postnatal_0day_kidney_ChIP-seq_H3K27me3_1_1
ENCSR564JKR	NA	mm	postnatal	0day	ChIP-seq	kidney	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse kidney	fastq	1151286135	https://www.encodedcc.org/files/ENCFF002AHF/@@download/ENCFF002AHF.fastq.gz	25d81a35e1e681ea3111120f69f1de8c	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002AQY/@@download/ENCFF002AQY.fastq.gz;ccbfa4002dc68a121100210bcafc67f8@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002ARA/@@download/ENCFF002ARA.fastq.gz;d94516069e13e4723b694ed577a6e093	ENCSR564JKR_mm_postnatal_0day_kidney_ChIP-seq_H3K27me3_2_1
ENCSR389EYR	NA	mm	postnatal	0day	ChIP-seq	intestine	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse intestine	fastq	992557065	https://www.encodedcc.org/files/ENCFF002AGX/@@download/ENCFF002AGX.fastq.gz	5a9e447f063672befb253a8c9adca710	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQV/@@download/ENCFF002AQV.fastq.gz;1cc26345b6aef787f3cf5963a6bd63da@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQZ/@@download/ENCFF002AQZ.fastq.gz;1836eaeee5149ebb0650b1187faec520	ENCSR389EYR_mm_postnatal_0day_intestine_ChIP-seq_H3K27me3_1_1
ENCSR389EYR	NA	mm	postnatal	0day	ChIP-seq	intestine	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse intestine	fastq	653912152	https://www.encodedcc.org/files/ENCFF002AGZ/@@download/ENCFF002AGZ.fastq.gz	8e6a5537d3d337768ebc01fa9a88dce1	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQV/@@download/ENCFF002AQV.fastq.gz;1cc26345b6aef787f3cf5963a6bd63da@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQZ/@@download/ENCFF002AQZ.fastq.gz;1836eaeee5149ebb0650b1187faec520	ENCSR389EYR_mm_postnatal_0day_intestine_ChIP-seq_H3K27me3_2_1
ENCSR656AMS	NA	mm	postnatal	0day	ChIP-seq	liver	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse liver	fastq	1160673914	https://www.encodedcc.org/files/ENCFF002AIS/@@download/ENCFF002AIS.fastq.gz	60cc3757d6f0d1fdb1cb827c26af782e	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR617RDY;https://www.encodedcc.org/files/ENCFF002AQW/@@download/ENCFF002AQW.fastq.gz;9a59ef2908c22504652b0df9b9d9e828@ENCSR617RDY;https://www.encodedcc.org/files/ENCFF002ARB/@@download/ENCFF002ARB.fastq.gz;1e691cef757318f54812100e416c9df9	ENCSR656AMS_mm_postnatal_0day_liver_ChIP-seq_H3K36me3_2_1
ENCSR656AMS	NA	mm	postnatal	0day	ChIP-seq	liver	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse liver	fastq	1347234745	https://www.encodedcc.org/files/ENCFF002AIT/@@download/ENCFF002AIT.fastq.gz	608cf23152ed7bd142b97d445a42a504	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR617RDY;https://www.encodedcc.org/files/ENCFF002AQW/@@download/ENCFF002AQW.fastq.gz;9a59ef2908c22504652b0df9b9d9e828@ENCSR617RDY;https://www.encodedcc.org/files/ENCFF002ARB/@@download/ENCFF002ARB.fastq.gz;1e691cef757318f54812100e416c9df9	ENCSR656AMS_mm_postnatal_0day_liver_ChIP-seq_H3K36me3_1_1
ENCSR235JCY	NA	mm	postnatal	0day	ChIP-seq	heart	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse heart	fastq	945931538	https://www.encodedcc.org/files/ENCFF002AIG/@@download/ENCFF002AIG.fastq.gz	bd3c3b42038adc133927573f63c9bb6c	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR334IOH;https://www.encodedcc.org/files/ENCFF002AQS/@@download/ENCFF002AQS.fastq.gz;b38195163d08da738999cd74dd5a24ba@ENCSR334IOH;https://www.encodedcc.org/files/ENCFF002AQU/@@download/ENCFF002AQU.fastq.gz;6baf4553aac55425abf81b5e255e488a	ENCSR235JCY_mm_postnatal_0day_heart_ChIP-seq_H3K36me3_1_1
ENCSR235JCY	NA	mm	postnatal	0day	ChIP-seq	heart	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse heart	fastq	980152533	https://www.encodedcc.org/files/ENCFF002AII/@@download/ENCFF002AII.fastq.gz	7d785d8f8c1630dba35885cb28800510	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR334IOH;https://www.encodedcc.org/files/ENCFF002AQS/@@download/ENCFF002AQS.fastq.gz;b38195163d08da738999cd74dd5a24ba@ENCSR334IOH;https://www.encodedcc.org/files/ENCFF002AQU/@@download/ENCFF002AQU.fastq.gz;6baf4553aac55425abf81b5e255e488a	ENCSR235JCY_mm_postnatal_0day_heart_ChIP-seq_H3K36me3_2_1
ENCSR458PAO	NA	mm	postnatal	0day	ChIP-seq	hindbrain	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse hindbrain	fastq	992790435	https://www.encodedcc.org/files/ENCFF002AIK/@@download/ENCFF002AIK.fastq.gz	37f11d74e64a1011dac3d8ebf34ac579	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR066SPF;https://www.encodedcc.org/files/ENCFF002AQT/@@download/ENCFF002AQT.fastq.gz;118641a97ad8cdaaff4f38fe9e95e92c@ENCSR066SPF;https://www.encodedcc.org/files/ENCFF002AQX/@@download/ENCFF002AQX.fastq.gz;0a46fb9219b77a74246ffe3238f1bb9d	ENCSR458PAO_mm_postnatal_0day_hindbrain_ChIP-seq_H3K36me3_2_1
ENCSR458PAO	NA	mm	postnatal	0day	ChIP-seq	hindbrain	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse hindbrain	fastq	2067530598	https://www.encodedcc.org/files/ENCFF002AIO/@@download/ENCFF002AIO.fastq.gz	fdc912d25d17e5360401722901284c31	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR066SPF;https://www.encodedcc.org/files/ENCFF002AQT/@@download/ENCFF002AQT.fastq.gz;118641a97ad8cdaaff4f38fe9e95e92c@ENCSR066SPF;https://www.encodedcc.org/files/ENCFF002AQX/@@download/ENCFF002AQX.fastq.gz;0a46fb9219b77a74246ffe3238f1bb9d	ENCSR458PAO_mm_postnatal_0day_hindbrain_ChIP-seq_H3K36me3_1_1
ENCSR951UWY	NA	mm	postnatal	0day	ChIP-seq	midbrain	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse midbrain	fastq	1334642342	https://www.encodedcc.org/files/ENCFF002AIU/@@download/ENCFF002AIU.fastq.gz	0e79cb17bfe4ce6b6256b5e8f61da836	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR889XXJ;https://www.encodedcc.org/files/ENCFF002ARJ/@@download/ENCFF002ARJ.fastq.gz;563d8c36b213a4a86af5c7c1b82e4bd0@ENCSR889XXJ;https://www.encodedcc.org/files/ENCFF002ARK/@@download/ENCFF002ARK.fastq.gz;cd51f69408e6b67d80ca646112510039	ENCSR951UWY_mm_postnatal_0day_midbrain_ChIP-seq_H3K36me3_1_1
ENCSR951UWY	NA	mm	postnatal	0day	ChIP-seq	midbrain	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse midbrain	fastq	1405934049	https://www.encodedcc.org/files/ENCFF002AIY/@@download/ENCFF002AIY.fastq.gz	6f7f68939d29951f72218ed9664dc38f	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR889XXJ;https://www.encodedcc.org/files/ENCFF002ARJ/@@download/ENCFF002ARJ.fastq.gz;563d8c36b213a4a86af5c7c1b82e4bd0@ENCSR889XXJ;https://www.encodedcc.org/files/ENCFF002ARK/@@download/ENCFF002ARK.fastq.gz;cd51f69408e6b67d80ca646112510039	ENCSR951UWY_mm_postnatal_0day_midbrain_ChIP-seq_H3K36me3_2_1
ENCSR069TDC	NA	mm	postnatal	0day	ChIP-seq	forebrain	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse forebrain	fastq	1580266081	https://www.encodedcc.org/files/ENCFF002AIL/@@download/ENCFF002AIL.fastq.gz	2fb71487f55806ecaab49fcbca0bcb21	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR398NCK;https://www.encodedcc.org/files/ENCFF002AQQ/@@download/ENCFF002AQQ.fastq.gz;e0ddf062aa20dce21650e43731d1f695@ENCSR398NCK;https://www.encodedcc.org/files/ENCFF002AQR/@@download/ENCFF002AQR.fastq.gz;488504d24e1be92b548c3fae40b4e2fe	ENCSR069TDC_mm_postnatal_0day_forebrain_ChIP-seq_H3K36me3_2_1
ENCSR069TDC	NA	mm	postnatal	0day	ChIP-seq	forebrain	H3K36me3	released	H3K36me3 ChIP-seq on postnatal 0 day mouse forebrain	fastq	2227479581	https://www.encodedcc.org/files/ENCFF002AIQ/@@download/ENCFF002AIQ.fastq.gz	9a3257f0f64b09ab3f7c14a5ff337a3b	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR398NCK;https://www.encodedcc.org/files/ENCFF002AQQ/@@download/ENCFF002AQQ.fastq.gz;e0ddf062aa20dce21650e43731d1f695@ENCSR398NCK;https://www.encodedcc.org/files/ENCFF002AQR/@@download/ENCFF002AQR.fastq.gz;488504d24e1be92b548c3fae40b4e2fe	ENCSR069TDC_mm_postnatal_0day_forebrain_ChIP-seq_H3K36me3_1_1
ENCSR973UGS	NA	mm	postnatal	0day	ChIP-seq	liver	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse liver	fastq	726076971	https://www.encodedcc.org/files/ENCFF002AHA/@@download/ENCFF002AHA.fastq.gz	12a7bd84cae9928b328c97c50b425c0e	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR617RDY;https://www.encodedcc.org/files/ENCFF002AQW/@@download/ENCFF002AQW.fastq.gz;9a59ef2908c22504652b0df9b9d9e828@ENCSR617RDY;https://www.encodedcc.org/files/ENCFF002ARB/@@download/ENCFF002ARB.fastq.gz;1e691cef757318f54812100e416c9df9	ENCSR973UGS_mm_postnatal_0day_liver_ChIP-seq_H3K27me3_1_1
ENCSR973UGS	NA	mm	postnatal	0day	ChIP-seq	liver	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse liver	fastq	998833876	https://www.encodedcc.org/files/ENCFF002AHG/@@download/ENCFF002AHG.fastq.gz	52e523840cc2a639d226ca2d7fcddbf7	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR617RDY;https://www.encodedcc.org/files/ENCFF002AQW/@@download/ENCFF002AQW.fastq.gz;9a59ef2908c22504652b0df9b9d9e828@ENCSR617RDY;https://www.encodedcc.org/files/ENCFF002ARB/@@download/ENCFF002ARB.fastq.gz;1e691cef757318f54812100e416c9df9	ENCSR973UGS_mm_postnatal_0day_liver_ChIP-seq_H3K27me3_2_1
ENCSR790LOX	NA	mm	postnatal	0day	ChIP-seq	heart	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse heart	fastq	1394094132	https://www.encodedcc.org/files/ENCFF002AHB/@@download/ENCFF002AHB.fastq.gz	47dd709d50d8337ff8e5a5086e01c2d9	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR334IOH;https://www.encodedcc.org/files/ENCFF002AQS/@@download/ENCFF002AQS.fastq.gz;b38195163d08da738999cd74dd5a24ba@ENCSR334IOH;https://www.encodedcc.org/files/ENCFF002AQU/@@download/ENCFF002AQU.fastq.gz;6baf4553aac55425abf81b5e255e488a	ENCSR790LOX_mm_postnatal_0day_heart_ChIP-seq_H3K27me3_2_1
ENCSR790LOX	NA	mm	postnatal	0day	ChIP-seq	heart	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse heart	fastq	1103087363	https://www.encodedcc.org/files/ENCFF002AHE/@@download/ENCFF002AHE.fastq.gz	2b3e441105a17b3ea07cfb1012127907	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR334IOH;https://www.encodedcc.org/files/ENCFF002AQS/@@download/ENCFF002AQS.fastq.gz;b38195163d08da738999cd74dd5a24ba@ENCSR334IOH;https://www.encodedcc.org/files/ENCFF002AQU/@@download/ENCFF002AQU.fastq.gz;6baf4553aac55425abf81b5e255e488a	ENCSR790LOX_mm_postnatal_0day_heart_ChIP-seq_H3K27me3_1_1
ENCSR308TAV	NA	mm	postnatal	0day	ChIP-seq	hindbrain	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse hindbrain	fastq	1019424143	https://www.encodedcc.org/files/ENCFF002AGW/@@download/ENCFF002AGW.fastq.gz	2c77dc1c4e579f36e5f1216bb0daa4a9	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR066SPF;https://www.encodedcc.org/files/ENCFF002AQT/@@download/ENCFF002AQT.fastq.gz;118641a97ad8cdaaff4f38fe9e95e92c@ENCSR066SPF;https://www.encodedcc.org/files/ENCFF002AQX/@@download/ENCFF002AQX.fastq.gz;0a46fb9219b77a74246ffe3238f1bb9d	ENCSR308TAV_mm_postnatal_0day_hindbrain_ChIP-seq_H3K27me3_1_1
ENCSR308TAV	NA	mm	postnatal	0day	ChIP-seq	hindbrain	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse hindbrain	fastq	1396087741	https://www.encodedcc.org/files/ENCFF002AHC/@@download/ENCFF002AHC.fastq.gz	159192fb3ad570b36f00d39759ee4681	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR066SPF;https://www.encodedcc.org/files/ENCFF002AQT/@@download/ENCFF002AQT.fastq.gz;118641a97ad8cdaaff4f38fe9e95e92c@ENCSR066SPF;https://www.encodedcc.org/files/ENCFF002AQX/@@download/ENCFF002AQX.fastq.gz;0a46fb9219b77a74246ffe3238f1bb9d	ENCSR308TAV_mm_postnatal_0day_hindbrain_ChIP-seq_H3K27me3_2_1
ENCSR340ROY	NA	mm	postnatal	0day	ChIP-seq	midbrain	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse midbrain	fastq	887598701	https://www.encodedcc.org/files/ENCFF002AHI/@@download/ENCFF002AHI.fastq.gz	6ad5c0ce51b1e022af6c067038d87ebc	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR889XXJ;https://www.encodedcc.org/files/ENCFF002ARJ/@@download/ENCFF002ARJ.fastq.gz;563d8c36b213a4a86af5c7c1b82e4bd0@ENCSR889XXJ;https://www.encodedcc.org/files/ENCFF002ARK/@@download/ENCFF002ARK.fastq.gz;cd51f69408e6b67d80ca646112510039	ENCSR340ROY_mm_postnatal_0day_midbrain_ChIP-seq_H3K27me3_2_1
ENCSR340ROY	NA	mm	postnatal	0day	ChIP-seq	midbrain	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse midbrain	fastq	845477531	https://www.encodedcc.org/files/ENCFF002AHJ/@@download/ENCFF002AHJ.fastq.gz	b890bb3810d8d68b3ca2fc4d93739400	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR889XXJ;https://www.encodedcc.org/files/ENCFF002ARJ/@@download/ENCFF002ARJ.fastq.gz;563d8c36b213a4a86af5c7c1b82e4bd0@ENCSR889XXJ;https://www.encodedcc.org/files/ENCFF002ARK/@@download/ENCFF002ARK.fastq.gz;cd51f69408e6b67d80ca646112510039	ENCSR340ROY_mm_postnatal_0day_midbrain_ChIP-seq_H3K27me3_1_1
ENCSR070MOK	NA	mm	postnatal	0day	ChIP-seq	forebrain	H3K27me3	released	H3K27me3 ChIP-seq on postnatal 0 day mouse forebrain	fastq	538226987	https://www.encodedcc.org/files/ENCFF002AGV/@@download/ENCFF002AGV.fastq.gz	a3c48fd1936d31c62582923f22ee5e71	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR398NCK;https://www.encodedcc.org/files/ENCFF002AQQ/@@download/ENCFF002AQQ.fastq.gz;e0ddf062aa20dce21650e43731d1f695@ENCSR398NCK;https://www.encodedcc.org/files/ENCFF002AQR/@@download/ENCFF002AQR.fastq.gz;488504d24e1be92b548c3fae40b4e2fe	ENCSR070MOK_mm_postnatal_0day_forebrain_ChIP-seq_H3K27me3_2_1
